pedido_id,cliente_id,loja_id,criado_em,status,subtotal,taxa_entrega,total,canal
PED00004020,CLI00372,LJ09,2025-10-20T21:42:44,CANCELADO,121.63,10.83,132.46,WEB
PED00004021,CLI00112,LJ04,2025-10-20T11:22:06,PAGO,24.14,8.68,32.82,WEB
PED00004022,CLI00358,LJ10,2025-10-20T20:41:11,PAGO,16.79,9.83,26.62,APP_IOS
PED00004023,CLI00872,LJ01,2025-10-20T10:04:40,PAGO,138.45,9.6,148.05,APP_IOS
PED00004024,CLI00179,LJ03,2025-10-20T14:40:12,PAGO,90.63,6.91,97.54,APP_IOS
PED00004025,CLI01486,LJ06,2025-10-21T21:03:02,PAGO,37.86,11.8,49.66,APP_IOS
PED00004026,CLI00048,LJ11,2025-10-21T21:19:06,PAGO,7.75,5.79,13.54,APP_IOS
PED00004027,CLI01593,LJ06,2025-10-21T10:33:11,PAGO,63.12,5.75,68.87,APP_IOS
PED00004028,CLI00227,LJ05,2025-10-21T11:16:24,PAGO,25.36,8.89,34.25,APP_ANDROID
PED00004029,CLI00695,LJ10,2025-10-21T11:52:10,PAGO,89.92,9.62,99.54,APP_ANDROID
PED00004030,CLI01649,LJ10,2025-10-21T23:04:57,PAGO,24.8,7.64,32.44,APP_ANDROID
PED00004031,CLI01081,LJ06,2025-10-21T18:35:04,PAGO,50.63,8.31,58.94,APP_ANDROID
PED00004032,CLI00147,LJ01,2025-10-21T23:51:45,PAGO,77.87,5.46,83.33,WEB
PED00004033,CLI01099,LJ01,2025-10-21T10:46:29,CANCELADO,66.0,10.0,76.0,APP_ANDROID
PED00004034,CLI00645,LJ01,2025-10-21T21:28:19,PENDENTE,49.66,9.14,58.8,APP_ANDROID
PED00004035,CLI00819,LJ07,2025-10-21T12:26:49,PAGO,81.88,7.13,89.01,APP_IOS
PED00004036,CLI01847,LJ03,2025-10-21T19:47:54,PAGO,38.47,5.62,44.09,APP_ANDROID
PED00004037,CLI00241,LJ07,2025-10-21T10:03:05,PAGO,93.7,9.71,103.41,APP_ANDROID
PED00004038,CLI01641,LJ09,2025-10-21T17:42:38,PAGO,184.43,8.3,192.73,APP_ANDROID
PED00004039,CLI01671,LJ01,2025-10-21T19:41:00,PAGO,101.26,8.97,110.23,APP_IOS
PED00004040,CLI01504,LJ03,2025-10-21T23:32:33,PAGO,34.82,12.0,46.82,APP_IOS
PED00004041,CLI01016,LJ08,2025-10-21T12:12:31,PAGO,69.41,6.36,75.77,APP_IOS
PED00004042,CLI00676,LJ02,2025-10-21T23:54:33,PENDENTE,16.96,5.58,22.54,APP_ANDROID
PED00004043,CLI01453,LJ05,2025-10-21T23:31:07,PAGO,62.77,6.04,68.81,WEB
PED00004044,CLI00168,LJ03,2025-10-21T10:09:45,PENDENTE,180.48,10.67,191.15,APP_ANDROID
PED00004045,CLI01496,LJ09,2025-10-21T16:56:38,PAGO,24.05,7.4,31.45,WEB
PED00004046,CLI01208,LJ12,2025-10-21T12:54:56,PAGO,9.41,11.47,20.88,WEB
PED00004047,CLI01050,LJ04,2025-10-21T11:14:21,PAGO,15.18,9.85,25.03,APP_ANDROID
PED00004048,CLI00992,LJ07,2025-10-21T15:32:32,PAGO,152.14,5.54,157.68,APP_ANDROID
PED00004049,CLI01827,LJ08,2025-10-21T15:34:16,PAGO,162.78,11.7,174.48,APP_ANDROID
PED00004050,CLI00629,LJ04,2025-10-21T14:03:11,PAGO,311.0,8.2,319.2,APP_IOS
PED00004051,CLI00774,LJ12,2025-10-21T20:15:20,PAGO,47.44,8.77,56.21,WEB
PED00004052,CLI00020,LJ08,2025-10-21T21:13:35,PAGO,11.25,10.69,21.94,WEB
PED00004053,CLI01328,LJ03,2025-10-21T12:16:36,CANCELADO,58.4,9.77,68.17,APP_IOS
PED00004054,CLI00198,LJ04,2025-10-21T11:01:45,PAGO,51.19,11.06,62.25,APP_IOS
PED00004055,CLI01086,LJ05,2025-10-21T16:27:53,PAGO,21.65,10.82,32.47,WEB
PED00004056,CLI00441,LJ08,2025-10-21T14:37:28,PAGO,31.95,9.26,41.21,WEB
PED00004057,CLI01311,LJ05,2025-10-21T11:20:22,PAGO,114.36,11.42,125.78,WEB
PED00004058,CLI00346,LJ09,2025-10-21T12:36:28,PAGO,69.33,9.49,78.82,APP_IOS
PED00004059,CLI01064,LJ10,2025-10-21T14:52:38,PAGO,19.85,6.95,26.8,APP_ANDROID
PED00004060,CLI00680,LJ08,2025-10-21T11:59:36,CANCELADO,134.29,8.4,142.69,APP_ANDROID
PED00004061,CLI01200,LJ10,2025-10-21T23:53:18,PAGO,19.66,11.58,31.24,APP_IOS
PED00004062,CLI01850,LJ01,2025-10-21T14:10:37,PAGO,276.32,10.54,286.86,APP_IOS
PED00004063,CLI01268,LJ11,2025-10-21T19:30:40,PAGO,47.88,7.38,55.26,WEB
PED00004064,CLI01085,LJ05,2025-10-21T11:37:48,PAGO,50.44,5.03,55.47,APP_IOS
PED00004065,CLI00926,LJ01,2025-10-21T21:01:27,PAGO,30.49,9.84,40.33,APP_IOS
PED00004066,CLI01906,LJ11,2025-10-21T17:10:04,PAGO,3.63,6.74,10.37,APP_IOS
PED00004067,CLI00586,LJ10,2025-10-21T18:20:39,PAGO,122.61,5.43,128.04,APP_IOS
PED00004068,CLI00742,LJ01,2025-10-21T14:37:42,PAGO,112.05,10.88,122.93,WEB
PED00004069,CLI01965,LJ09,2025-10-21T17:38:59,PAGO,21.86,9.7,31.56,WEB
PED00004070,CLI01963,LJ08,2025-10-21T14:57:41,PAGO,19.38,7.71,27.09,WEB
PED00004071,CLI00435,LJ03,2025-10-21T13:42:31,PAGO,408.65,6.04,414.69,APP_IOS
PED00004072,CLI00625,LJ12,2025-10-21T13:10:40,PAGO,36.98,11.47,48.45,APP_ANDROID
PED00004073,CLI01397,LJ05,2025-10-21T20:58:04,PAGO,112.48,8.61,121.09,APP_IOS
PED00004074,CLI00592,LJ12,2025-10-21T23:42:09,PAGO,79.3,6.54,85.84,APP_ANDROID
PED00004075,CLI00074,LJ01,2025-10-21T23:50:38,PAGO,41.44,6.89,48.33,WEB
PED00004076,CLI00560,LJ12,2025-10-21T14:09:50,PENDENTE,166.22,7.47,173.69,WEB
PED00004077,CLI01009,LJ09,2025-10-21T15:05:14,PENDENTE,7.15,11.82,18.97,APP_ANDROID
PED00004078,CLI01762,LJ07,2025-10-21T14:22:24,PAGO,144.53,9.52,154.05,WEB
PED00004079,CLI01617,LJ04,2025-10-21T13:23:25,PAGO,40.73,10.11,50.84,WEB
PED00004080,CLI01834,LJ04,2025-10-21T17:12:52,PAGO,47.66,5.22,52.88,APP_ANDROID
PED00004081,CLI00359,LJ03,2025-10-22T20:27:49,PENDENTE,249.81,8.78,258.59,APP_IOS
PED00004082,CLI01752,LJ08,2025-10-22T15:27:35,CANCELADO,161.47,7.14,168.61,WEB
PED00004083,CLI00426,LJ09,2025-10-22T23:12:20,PAGO,86.02,6.34,92.36,WEB
PED00004084,CLI01428,LJ02,2025-10-22T23:15:46,CANCELADO,79.57,6.41,85.98,APP_IOS
PED00004085,CLI01230,LJ12,2025-10-22T16:58:53,PENDENTE,12.45,7.16,19.61,WEB
PED00004086,CLI00695,LJ02,2025-10-22T21:24:18,PAGO,65.51,11.54,77.05,APP_ANDROID
PED00004087,CLI01198,LJ01,2025-10-22T10:33:00,PAGO,19.76,10.41,30.17,WEB
PED00004088,CLI01870,LJ10,2025-10-22T11:12:44,PENDENTE,124.4,6.55,130.95,APP_IOS
PED00004089,CLI00637,LJ12,2025-10-22T14:10:32,PAGO,142.84,6.45,149.29,WEB
PED00004090,CLI01734,LJ12,2025-10-22T23:40:06,PAGO,105.63,8.06,113.69,APP_ANDROID
PED00004091,CLI01729,LJ07,2025-10-22T20:52:15,PAGO,175.83,5.54,181.37,WEB
PED00004092,CLI00286,LJ03,2025-10-22T13:24:20,PAGO,74.51,9.75,84.26,APP_IOS
PED00004093,CLI01662,LJ03,2025-10-22T13:14:52,PAGO,136.63,5.58,142.21,WEB
PED00004094,CLI00851,LJ01,2025-10-22T22:04:25,PAGO,154.72,6.06,160.78,WEB
PED00004095,CLI01117,LJ05,2025-10-22T18:15:25,PAGO,7.74,10.51,18.25,WEB
PED00004096,CLI00013,LJ03,2025-10-22T19:20:52,PAGO,68.81,10.99,79.8,APP_ANDROID
PED00004097,CLI00439,LJ05,2025-10-22T23:09:42,PAGO,91.89,10.76,102.65,APP_ANDROID
PED00004098,CLI00863,LJ01,2025-10-22T21:48:25,PAGO,147.11,8.76,155.87,WEB
PED00004099,CLI01430,LJ10,2025-10-22T10:15:45,PAGO,52.13,8.88,61.01,APP_ANDROID
PED00004100,CLI00228,LJ11,2025-10-22T20:06:28,PAGO,51.83,9.79,61.62,WEB
PED00004101,CLI01609,LJ12,2025-10-22T19:29:24,PAGO,66.92,8.31,75.23,APP_ANDROID
PED00004102,CLI01259,LJ05,2025-10-22T21:34:11,PAGO,71.15,11.98,83.13,APP_IOS
PED00004103,CLI01005,LJ11,2025-10-22T16:32:15,PAGO,122.38,7.57,129.95,APP_ANDROID
PED00004104,CLI01304,LJ01,2025-10-22T15:51:54,PAGO,21.96,6.35,28.31,APP_IOS
PED00004105,CLI00298,LJ12,2025-10-22T21:03:12,PAGO,38.94,8.95,47.89,APP_IOS
PED00004106,CLI00267,LJ02,2025-10-22T23:23:56,PAGO,35.27,11.5,46.77,APP_ANDROID
PED00004107,CLI00252,LJ09,2025-10-22T11:03:24,PAGO,47.36,8.03,55.39,WEB
PED00004108,CLI01363,LJ12,2025-10-22T16:20:04,PAGO,13.38,11.4,24.78,APP_IOS
PED00004109,CLI00337,LJ11,2025-10-22T11:50:19,PAGO,41.56,10.26,51.82,APP_ANDROID
PED00004110,CLI00013,LJ10,2025-10-22T18:21:17,CANCELADO,34.01,9.38,43.39,APP_ANDROID
PED00004111,CLI00492,LJ11,2025-10-22T13:32:55,PAGO,6.76,9.52,16.28,APP_IOS
PED00004112,CLI00881,LJ01,2025-10-22T16:09:00,PAGO,151.33,8.05,159.38,APP_ANDROID
PED00004113,CLI00551,LJ07,2025-10-22T20:27:01,PAGO,26.05,11.85,37.9,APP_ANDROID
PED00004114,CLI01338,LJ11,2025-10-22T16:05:23,PAGO,40.59,11.17,51.76,APP_ANDROID
PED00004115,CLI01935,LJ06,2025-10-22T15:58:21,PAGO,23.41,10.94,34.35,WEB
PED00004116,CLI00889,LJ07,2025-10-22T10:14:26,PAGO,16.92,11.14,28.06,APP_IOS
PED00004117,CLI00253,LJ04,2025-10-22T23:12:15,PAGO,57.52,10.18,67.7,APP_ANDROID
PED00004118,CLI01669,LJ06,2025-10-22T22:32:06,PAGO,101.87,11.54,113.41,APP_IOS
PED00004119,CLI00618,LJ11,2025-10-22T22:01:40,PAGO,334.16,7.41,341.57,APP_IOS
PED00004120,CLI01426,LJ10,2025-10-22T18:46:10,PENDENTE,44.61,7.87,52.48,APP_ANDROID
PED00004121,CLI00068,LJ01,2025-10-22T22:43:42,PAGO,182.09,7.87,189.96,APP_IOS
PED00004122,CLI00816,LJ02,2025-10-22T12:19:27,PAGO,24.55,11.05,35.6,WEB
PED00004123,CLI00359,LJ07,2025-10-22T11:50:51,PAGO,23.07,9.1,32.17,WEB
PED00004124,CLI00432,LJ07,2025-10-22T18:04:38,PAGO,278.14,10.22,288.36,WEB
PED00004125,CLI01956,LJ03,2025-10-22T19:05:28,PAGO,3.68,5.28,8.96,APP_ANDROID
PED00004126,CLI00597,LJ02,2025-10-22T19:12:25,PAGO,31.71,5.19,36.9,WEB
PED00004127,CLI00328,LJ10,2025-10-22T15:57:59,PAGO,44.29,8.38,52.67,WEB
PED00004128,CLI00528,LJ10,2025-10-22T21:40:43,PAGO,138.15,6.22,144.37,APP_ANDROID
PED00004129,CLI01691,LJ04,2025-10-22T19:21:55,PAGO,68.8,5.91,74.71,WEB
PED00004130,CLI01098,LJ08,2025-10-22T21:33:58,PAGO,17.5,8.16,25.66,APP_ANDROID
PED00004131,CLI00010,LJ01,2025-10-22T19:10:03,PAGO,114.16,10.45,124.61,WEB
PED00004132,CLI00404,LJ03,2025-10-22T22:36:09,PAGO,8.69,11.52,20.21,APP_IOS
PED00004133,CLI01629,LJ01,2025-10-22T17:15:10,CANCELADO,29.4,9.52,38.92,WEB
PED00004134,CLI00066,LJ08,2025-10-22T17:09:04,PAGO,246.19,11.49,257.68,APP_IOS
PED00004135,CLI01399,LJ08,2025-10-22T11:26:04,PAGO,89.74,10.85,100.59,WEB
PED00004136,CLI00228,LJ05,2025-10-22T22:45:57,PAGO,68.44,6.87,75.31,WEB
PED00004137,CLI01289,LJ02,2025-10-22T16:52:26,PAGO,20.29,5.65,25.94,APP_IOS
PED00004138,CLI00123,LJ08,2025-10-22T13:28:35,CANCELADO,135.22,11.9,147.12,APP_ANDROID
PED00004139,CLI00989,LJ03,2025-10-22T19:02:12,PAGO,177.43,9.5,186.93,WEB
PED00004140,CLI01329,LJ08,2025-10-22T12:51:31,PAGO,54.78,5.21,59.99,WEB
PED00004141,CLI00358,LJ10,2025-10-22T23:37:33,PAGO,28.19,8.64,36.83,APP_ANDROID
PED00004142,CLI00117,LJ10,2025-10-22T11:10:03,CANCELADO,99.12,11.38,110.5,APP_ANDROID
PED00004143,CLI00463,LJ09,2025-10-22T20:19:20,PAGO,92.92,5.33,98.25,APP_IOS
PED00004144,CLI00801,LJ04,2025-10-22T17:49:55,PAGO,293.58,11.13,304.71,APP_IOS
PED00004145,CLI01079,LJ03,2025-10-23T16:04:18,PAGO,138.03,5.31,143.34,APP_IOS
PED00004146,CLI01956,LJ09,2025-10-23T19:45:28,PAGO,97.18,6.42,103.6,WEB
PED00004147,CLI00565,LJ08,2025-10-23T14:00:04,PAGO,86.54,8.11,94.65,APP_IOS
PED00004148,CLI01737,LJ03,2025-10-23T23:33:12,PAGO,76.41,10.05,86.46,APP_IOS
PED00004149,CLI00399,LJ10,2025-10-23T17:06:47,PENDENTE,70.36,8.38,78.74,WEB
PED00004150,CLI01162,LJ03,2025-10-23T18:12:08,PAGO,84.25,8.16,92.41,WEB
PED00004151,CLI01276,LJ02,2025-10-23T11:48:26,PAGO,81.7,10.22,91.92,APP_ANDROID
PED00004152,CLI01872,LJ01,2025-10-23T21:57:29,PAGO,187.75,7.83,195.58,WEB
PED00004153,CLI00596,LJ03,2025-10-23T18:31:15,PAGO,41.86,6.51,48.37,APP_ANDROID
PED00004154,CLI00643,LJ09,2025-10-23T16:30:17,PAGO,36.49,7.7,44.19,APP_IOS
PED00004155,CLI00450,LJ04,2025-10-23T20:46:09,PAGO,96.94,8.62,105.56,APP_ANDROID
PED00004156,CLI01997,LJ05,2025-10-23T10:30:08,PAGO,94.31,11.53,105.84,WEB
PED00004157,CLI01636,LJ05,2025-10-23T18:05:20,CANCELADO,257.64,6.67,264.31,APP_IOS
PED00004158,CLI00623,LJ01,2025-10-23T22:55:53,PAGO,34.05,9.5,43.55,WEB
PED00004159,CLI01154,LJ10,2025-10-23T23:05:51,PAGO,13.64,7.71,21.35,WEB
PED00004160,CLI01839,LJ02,2025-10-23T19:28:37,PENDENTE,36.1,10.3,46.4,APP_IOS
PED00004161,CLI00356,LJ07,2025-10-23T20:44:23,PAGO,18.26,11.91,30.17,APP_IOS
PED00004162,CLI00926,LJ02,2025-10-23T20:46:59,PAGO,55.0,6.42,61.42,APP_ANDROID
PED00004163,CLI01135,LJ05,2025-10-23T12:27:31,PAGO,101.65,5.12,106.77,APP_IOS
PED00004164,CLI01050,LJ08,2025-10-23T13:30:00,PAGO,141.67,9.83,151.5,WEB
PED00004165,CLI01556,LJ08,2025-10-23T18:51:06,PENDENTE,19.27,10.03,29.3,WEB
PED00004166,CLI01211,LJ08,2025-10-23T21:42:37,PAGO,50.3,5.94,56.24,APP_ANDROID
PED00004167,CLI01204,LJ12,2025-10-23T11:46:08,PAGO,19.2,7.46,26.66,WEB
PED00004168,CLI02000,LJ08,2025-10-23T16:45:40,PAGO,19.04,8.05,27.09,APP_ANDROID
PED00004169,CLI00434,LJ01,2025-10-23T11:16:59,PAGO,32.93,11.98,44.91,APP_ANDROID
PED00004170,CLI00291,LJ12,2025-10-23T17:25:27,PAGO,41.82,11.93,53.75,APP_IOS
PED00004171,CLI00821,LJ07,2025-10-23T16:58:49,PAGO,68.85,7.13,75.98,APP_IOS
PED00004172,CLI01784,LJ07,2025-10-23T10:38:37,PAGO,87.14,7.55,94.69,APP_IOS
PED00004173,CLI01716,LJ04,2025-10-23T20:50:09,PAGO,266.25,11.45,277.7,APP_ANDROID
PED00004174,CLI01846,LJ12,2025-10-23T18:13:28,PAGO,72.36,10.55,82.91,APP_IOS
PED00004175,CLI00627,LJ01,2025-10-23T21:01:26,PAGO,48.86,5.16,54.02,WEB
PED00004176,CLI01713,LJ02,2025-10-23T15:48:54,PAGO,171.69,7.13,178.82,APP_IOS
PED00004177,CLI00341,LJ05,2025-10-23T21:57:03,PAGO,48.8,6.24,55.04,APP_IOS
PED00004178,CLI01862,LJ12,2025-10-23T16:31:56,PAGO,12.55,6.95,19.5,WEB
PED00004179,CLI01823,LJ08,2025-10-23T22:34:42,PAGO,120.08,10.1,130.18,WEB
PED00004180,CLI00835,LJ10,2025-10-23T12:42:52,CANCELADO,60.06,11.35,71.41,WEB
PED00004181,CLI01041,LJ08,2025-10-23T16:31:00,PAGO,39.42,6.59,46.01,WEB
PED00004182,CLI01106,LJ01,2025-10-23T18:58:26,PAGO,104.01,9.11,113.12,APP_IOS
PED00004183,CLI01904,LJ12,2025-10-23T11:09:21,PAGO,31.21,7.82,39.03,APP_IOS
PED00004184,CLI00872,LJ09,2025-10-23T15:25:26,PAGO,95.14,5.92,101.06,APP_IOS
PED00004185,CLI01601,LJ07,2025-10-23T11:55:54,PAGO,64.92,11.11,76.03,WEB
PED00004186,CLI01498,LJ07,2025-10-23T18:32:01,PAGO,106.26,10.82,117.08,WEB
PED00004187,CLI00193,LJ04,2025-10-23T17:09:52,PAGO,3.64,6.83,10.47,WEB
PED00004188,CLI00851,LJ07,2025-10-23T18:02:11,PAGO,59.94,10.38,70.32,WEB
PED00004189,CLI01755,LJ07,2025-10-23T15:55:51,PAGO,6.27,9.9,16.17,APP_ANDROID
PED00004190,CLI01801,LJ03,2025-10-23T19:41:02,PAGO,110.6,10.24,120.84,APP_ANDROID
PED00004191,CLI00191,LJ06,2025-10-23T22:06:00,CANCELADO,19.15,9.0,28.15,APP_IOS
PED00004192,CLI00255,LJ03,2025-10-23T10:39:26,CANCELADO,93.63,5.97,99.6,WEB
PED00004193,CLI00386,LJ10,2025-10-23T20:18:31,PAGO,235.74,5.05,240.79,APP_ANDROID
PED00004194,CLI01892,LJ01,2025-10-23T19:20:38,PAGO,86.68,6.74,93.42,WEB
PED00004195,CLI00490,LJ04,2025-10-23T10:54:10,PAGO,64.21,11.0,75.21,WEB
PED00004196,CLI00184,LJ01,2025-10-23T18:03:39,PAGO,58.95,9.3,68.25,APP_ANDROID
PED00004197,CLI00582,LJ09,2025-10-23T15:22:07,PAGO,128.99,5.37,134.36,WEB
PED00004198,CLI01673,LJ08,2025-10-23T20:02:21,PAGO,149.63,6.71,156.34,APP_ANDROID
PED00004199,CLI00121,LJ07,2025-10-23T13:25:57,PAGO,54.27,7.63,61.9,WEB
PED00004200,CLI00516,LJ11,2025-10-23T11:04:51,PAGO,84.87,10.89,95.76,APP_IOS
PED00004201,CLI00708,LJ05,2025-10-23T10:48:46,PAGO,47.59,5.99,53.58,APP_ANDROID
PED00004202,CLI01878,LJ10,2025-10-23T13:02:03,PAGO,39.68,8.0,47.68,APP_ANDROID
PED00004203,CLI01626,LJ05,2025-10-23T12:50:04,PAGO,33.87,11.45,45.32,APP_IOS
PED00004204,CLI00860,LJ01,2025-10-23T19:37:31,PAGO,44.09,6.63,50.72,APP_IOS
PED00004205,CLI00878,LJ09,2025-10-23T18:49:27,PAGO,46.87,8.26,55.13,WEB
PED00004206,CLI00520,LJ03,2025-10-23T12:23:26,PAGO,17.15,6.34,23.49,APP_IOS
PED00004207,CLI00117,LJ04,2025-10-23T12:30:45,PAGO,33.0,8.5,41.5,WEB
PED00004208,CLI00964,LJ05,2025-10-23T14:05:42,PAGO,49.76,7.26,57.02,WEB
PED00004209,CLI01565,LJ10,2025-10-23T21:07:57,PAGO,61.02,10.26,71.28,WEB
PED00004210,CLI01505,LJ07,2025-10-23T18:46:28,PAGO,172.53,11.21,183.74,APP_ANDROID
PED00004211,CLI00531,LJ01,2025-10-23T10:03:20,PAGO,59.08,9.7,68.78,APP_IOS
PED00004212,CLI01032,LJ10,2025-10-23T13:19:30,PAGO,36.0,6.39,42.39,APP_ANDROID
PED00004213,CLI01589,LJ03,2025-10-23T12:40:26,PAGO,16.56,7.41,23.97,APP_ANDROID
PED00004214,CLI01487,LJ11,2025-10-23T16:08:24,PAGO,267.67,9.0,276.67,APP_IOS
PED00004215,CLI01160,LJ01,2025-10-23T13:59:17,PAGO,49.7,10.41,60.11,APP_IOS
PED00004216,CLI00457,LJ01,2025-10-23T22:34:52,PAGO,93.83,11.73,105.56,APP_ANDROID
PED00004217,CLI01937,LJ02,2025-10-24T22:50:36,PAGO,77.54,5.99,83.53,WEB
PED00004218,CLI01850,LJ08,2025-10-24T14:51:54,PAGO,104.22,6.72,110.94,WEB
PED00004219,CLI01110,LJ07,2025-10-24T16:26:21,PAGO,98.25,11.83,110.08,APP_ANDROID
PED00004220,CLI01174,LJ06,2025-10-24T14:36:43,PAGO,227.93,8.24,236.17,APP_IOS
PED00004221,CLI01780,LJ08,2025-10-24T17:10:26,PAGO,89.55,8.16,97.71,APP_IOS
PED00004222,CLI00998,LJ01,2025-10-24T11:08:49,PAGO,49.59,11.17,60.76,APP_ANDROID
PED00004223,CLI01035,LJ08,2025-10-24T18:52:42,CANCELADO,157.11,7.83,164.94,APP_ANDROID
PED00004224,CLI01861,LJ01,2025-10-24T20:12:55,PAGO,37.04,11.17,48.21,WEB
PED00004225,CLI01402,LJ07,2025-10-24T21:23:52,PAGO,19.1,6.22,25.32,WEB
PED00004226,CLI01916,LJ01,2025-10-24T18:14:19,PAGO,11.6,7.78,19.38,APP_ANDROID
PED00004227,CLI01749,LJ08,2025-10-24T22:31:28,CANCELADO,83.02,10.3,93.32,APP_IOS
PED00004228,CLI01110,LJ10,2025-10-24T23:33:58,PENDENTE,32.32,11.66,43.98,APP_ANDROID
PED00004229,CLI01710,LJ12,2025-10-24T13:38:04,PAGO,58.28,10.57,68.85,APP_IOS
PED00004230,CLI01780,LJ07,2025-10-24T10:42:11,PAGO,89.73,10.87,100.6,APP_ANDROID
PED00004231,CLI01584,LJ04,2025-10-24T20:25:13,PAGO,83.27,5.16,88.43,WEB
PED00004232,CLI01067,LJ04,2025-10-24T13:25:08,PAGO,39.47,10.0,49.47,APP_ANDROID
PED00004233,CLI01095,LJ09,2025-10-24T18:00:43,PAGO,65.95,8.14,74.09,APP_IOS
PED00004234,CLI00518,LJ07,2025-10-24T22:51:35,PAGO,265.99,5.69,271.68,APP_ANDROID
PED00004235,CLI01270,LJ02,2025-10-24T17:27:20,PAGO,123.87,7.87,131.74,APP_IOS
PED00004236,CLI01280,LJ02,2025-10-24T14:41:07,PAGO,86.5,8.49,94.99,WEB
PED00004237,CLI00927,LJ03,2025-10-24T23:43:19,PAGO,74.36,5.24,79.6,APP_IOS
PED00004238,CLI01311,LJ01,2025-10-24T15:58:30,PAGO,67.55,10.27,77.82,WEB
PED00004239,CLI01612,LJ05,2025-10-24T12:46:38,PAGO,161.91,9.86,171.77,APP_IOS
PED00004240,CLI01403,LJ07,2025-10-24T10:52:12,PAGO,85.21,5.15,90.36,APP_IOS
PED00004241,CLI00430,LJ01,2025-10-24T18:51:00,PAGO,108.55,11.24,119.79,WEB
PED00004242,CLI01693,LJ12,2025-10-24T18:37:15,PAGO,24.36,9.62,33.98,WEB
PED00004243,CLI01059,LJ02,2025-10-24T16:11:51,PAGO,20.83,8.34,29.17,APP_IOS
PED00004244,CLI01807,LJ02,2025-10-24T16:13:55,PAGO,23.71,5.33,29.04,APP_ANDROID
PED00004245,CLI00692,LJ09,2025-10-24T12:00:01,PAGO,29.75,11.91,41.66,APP_ANDROID
PED00004246,CLI00507,LJ08,2025-10-24T10:39:09,PAGO,102.7,6.56,109.26,WEB
PED00004247,CLI01997,LJ08,2025-10-24T17:53:01,PAGO,35.83,9.96,45.79,WEB
PED00004248,CLI01390,LJ03,2025-10-24T11:23:23,CANCELADO,102.08,8.89,110.97,APP_IOS
PED00004249,CLI00633,LJ02,2025-10-24T11:44:11,PAGO,7.26,9.69,16.95,WEB
PED00004250,CLI00100,LJ12,2025-10-24T22:08:46,PAGO,57.09,10.05,67.14,APP_IOS
PED00004251,CLI01114,LJ04,2025-10-24T15:23:28,PAGO,20.76,8.41,29.17,APP_ANDROID
PED00004252,CLI00685,LJ07,2025-10-24T14:33:36,PAGO,28.82,10.67,39.49,WEB
PED00004253,CLI01220,LJ10,2025-10-24T16:00:37,PAGO,70.83,8.59,79.42,APP_ANDROID
PED00004254,CLI00298,LJ02,2025-10-24T17:49:13,PAGO,33.38,8.11,41.49,WEB
PED00004255,CLI00584,LJ08,2025-10-24T11:21:42,PAGO,170.37,5.42,175.79,APP_IOS
PED00004256,CLI01593,LJ03,2025-10-24T23:33:06,CANCELADO,56.72,5.14,61.86,WEB
PED00004257,CLI01125,LJ06,2025-10-24T20:28:44,PAGO,89.21,9.79,99.0,WEB
PED00004258,CLI00676,LJ12,2025-10-24T21:46:18,CANCELADO,79.69,5.24,84.93,APP_IOS
PED00004259,CLI01476,LJ06,2025-10-24T21:14:26,PAGO,98.99,8.78,107.77,APP_ANDROID
PED00004260,CLI00336,LJ10,2025-10-24T14:59:41,PENDENTE,104.39,8.11,112.5,APP_ANDROID
PED00004261,CLI01992,LJ07,2025-10-24T20:51:49,PAGO,106.69,11.68,118.37,APP_ANDROID
PED00004262,CLI00028,LJ08,2025-10-24T11:27:09,PAGO,13.71,7.43,21.14,APP_ANDROID
PED00004263,CLI01937,LJ06,2025-10-24T17:26:56,PAGO,23.57,5.25,28.82,APP_ANDROID
PED00004264,CLI01406,LJ06,2025-10-24T15:59:15,PAGO,78.56,8.15,86.71,APP_IOS
PED00004265,CLI01242,LJ12,2025-10-24T13:14:22,PAGO,56.67,5.26,61.93,APP_IOS
PED00004266,CLI01412,LJ02,2025-10-24T18:27:33,PAGO,95.39,5.94,101.33,WEB
PED00004267,CLI01553,LJ09,2025-10-24T14:48:03,PAGO,70.04,8.83,78.87,APP_ANDROID
PED00004268,CLI01516,LJ04,2025-10-24T15:06:36,CANCELADO,149.99,6.72,156.71,APP_ANDROID
PED00004269,CLI00053,LJ11,2025-10-24T15:54:47,PAGO,57.62,8.12,65.74,WEB
PED00004270,CLI00669,LJ12,2025-10-24T18:03:20,PAGO,60.14,8.98,69.12,WEB
PED00004271,CLI01099,LJ01,2025-10-24T15:39:21,PAGO,105.67,6.39,112.06,APP_IOS
PED00004272,CLI00601,LJ08,2025-10-24T10:17:51,PAGO,7.81,5.31,13.12,APP_ANDROID
PED00004273,CLI01839,LJ10,2025-10-24T11:38:09,PAGO,135.06,10.49,145.55,APP_IOS
PED00004274,CLI00408,LJ08,2025-10-24T16:55:00,CANCELADO,140.47,9.72,150.19,APP_IOS
PED00004275,CLI00205,LJ01,2025-10-24T18:03:46,PAGO,135.17,8.95,144.12,APP_IOS
PED00004276,CLI00152,LJ02,2025-10-24T13:52:44,PAGO,119.31,8.31,127.62,WEB
PED00004277,CLI01416,LJ10,2025-10-24T15:31:10,PAGO,26.42,11.69,38.11,WEB
PED00004278,CLI01487,LJ07,2025-10-24T19:32:42,PAGO,10.27,5.07,15.34,APP_IOS
